word,phonetic,class,definition,CEFR,word_book,tag
naked,'neikid,a.,裸露的，无遮盖的,B1,toefl,null
nap,næp,n.,小睡,B1,toefl,null
narrative,'nærətiv,n.,叙述; 记叙文,B1,toefl,null
nationalism,'næʃənəlizəm,n.,民族主义,A2,toefl,"```json
[""Politics"", ""History"", ""Society""]
```"
naturalist,'nætʃrəlist,n.,自然主义者，博物学家,B2,toefl,"```json
[""Science"", ""Art"", ""Literature"", ""Environment""]
```"
navigate,'nævigeit,vi.,航行; 飞行; 测定位置和路线,B2,toefl,"```json
[""Tech"", ""Travel"", ""Media"", ""Society""]
```"
navy,'neivi,n.,海军,B2,toefl,null
nectar,'nektə(r),n.,花蜜,B1,toefl,null
negate,ni'geit,vt.,打消，否定,C2,toefl,null
negative,'negətiv,n.,底片,A2,toefl,null
negotiation,ni`gəuʃi'eiʃn,n.,商议; 谈判,B1,toefl,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```"
neoclassical,`ni:əu'klæsikl,a.,新古典主义的,C2,toefl,null
neolithic,`ni:ə'liθik,a.,新石器时代的,C2,toefl,"```json
[""History"", ""Science""]
```"
neon,'ni:ɔn,n.,氖; 霓虹灯,C2,toefl,null
neutron,'nju:trɔn,n.,中子,C2,toefl,"```json
[""Science""]
```"
nevertheless,`nevəðə'les,adv.,,B1,toefl,null
nevertheless,`nevəðə'les,conj.,然而，不过,B1,toefl,null
newsletter,'nju:zletə,n.,时事通讯,C1,toefl,null
niche,nitʃ,n.,壁龛; 小生境,C2,toefl,null
nickel,'nikl,n.,镍,C1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Environment""]
```"
nitrogen,'naitrədʒən,n.,氮,C1,toefl,"```json
[""Science"", ""Environment"", ""Health""]
```"
nomadic,nəu'mædik,a.,游牧的,C2,toefl,null
nominee,`nɔmi'ni:,n.,被提名的候选人; 被任命者,B2,toefl,null
notate,'nəuteit,vt.,以符号表示，把…写成记号(或标志),A1,toefl,null
noticeable,'nəutisəbl,a.,明显的; 值得注意的,B1,toefl,null
notify,'nəutifai,v.,通报,A1,toefl,null
notion,'nəuʃn,n.,概念，观念; 想法,B1,toefl,null
notwithstanding,`nɔtwiθ'stændiŋ,adv.,,C1,toefl,null
notwithstanding,`nɔtwiθ'stændiŋ,prep.,虽然，尽管如此,C1,toefl,null
nourish,'nʌriʃ,vt.,滋养; 养育,B2,toefl,null
novel,'nɔvl,n.,小说; a.  新颖的,A2,toefl,"```json
[""Literature"", ""Art"", ""Media""]
```"
nucleus,'nju:kliəs,pl.,nuclei,B1,toefl,"```json
[""Tech"", ""Science"", ""Health""]
```"
nucleus,'nju:kliəs,n.,核子，核心,B1,toefl,"```json
[""Tech"", ""Science"", ""Health""]
```"
nutrient,'nju:triənt,n.,滋养物，营养品; a.  有营养的,B1,toefl,
nutrition,nju:'triʃn,n.,营养; 营养学,B1,toefl,"```json
[""Health"", ""Science""]
```"
oak,əuk,n.,橡树，橡木,A2,toefl,null
oblivious,ə'bliviəs,a.,遗忘的,C2,toefl,null
obsess,əb'ses,v.,迷住,B2,toefl,null
occupy,'ɔkjupai,vt.,占用; 占据,B1,toefl,null
occur,ə'kə:,vi.,发生，出现; 想到,B1,toefl,null
oceanographer,`əuʃə'nɔgrəfə,n.,海洋学者,C2,toefl,"```json
[""Science"", ""Environment""]
```"
octopus,'ɔktəpəs,n.,章鱼,C2,toefl,null
odd,ɔd,n.,常,B2,toefl,null
odd,ɔd,pl.,可能性,B2,toefl,null
olfactory,ɔl'fæktəri,a.,嗅觉的,C2,toefl,"```json
[""Science"", ""Health""]
```"
onslaught,'ɔnslɔ:t,n.,冲击,C2,toefl,null
ooze,u:z,v.,渗出;,C2,toefl,null
ooze,u:z,n.,淤泥,C2,toefl,null
opal,'əupl,n.,猫眼石,C2,toefl,null
opaque,əu'peik,a.,不透明的,C2,toefl,null
oppose,ə'pəuz,v.,反对，对抗,A2,toefl,null
opposite,'ɔpəzit,n.,相反的事物,A2,toefl,null
optical,'ɔptikl,a.,眼的，视力(觉)的; 光学的,B2,toefl,"```json
[""Tech"", ""Science"", ""Health"", ""Media""]
```"
optimal,'ɔptiməl,a.,最佳的，最理想的,C2,toefl,null
optimistic,`ɔpti'mistik,a.,乐观的,B2,toefl,null
oral,'ɔ:rəl,a.,口头的，口述的,B2,toefl,null
orchid,'ɔ:kid,n.,兰花,B2,toefl,null
organic,ɔ:'gænik,a.,有机的,B1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Environment"", ""Health"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws"", ""Travel""]
```"
orientation,`ɔ:riən'teiʃn,n.,方向，定位; 介绍性指导,C1,toefl,null
outgas,`aut'gæs,vt.,除去…的气,C2,toefl,"```json
[""Environment"", ""Science""]
```"
outline,'autlain,n.,轮廓; 概要;,B2,toefl,null
outline,'autlain,v.,描绘; 略述,B2,toefl,null
outrageously,aut'reidʒəsli,adv.,令人不可容忍地,A1,toefl,null
overcome,`əuvə'kʌm,v.,战胜，克服,B1,toefl,null
overhaul,`əuvə'hɔ:l,n.,仔细检查,C1,toefl,null
overlap,`əuvə'læp,vt.,(与…)交迭,B2,toefl,null
overseas,`əuvə'si:z,adv.,a. 在海外(的); 在国外(的),B1,toefl,null
overwhelm,`əuvə'welm,vt.,淹没; 压倒,B1,toefl,null
owl,aul,n.,猫头鹰,B2,toefl,null
oxide,'ɔksaid,n.,氧化物,C1,toefl,"```json
[""Tech"", ""Science"", ""Environment""]
```"
oyster,'ɔistə(r),n.,牡蛎，蚝,C2,toefl,null
pack,pæk,vt.,捆扎; 塞满;,A2,toefl,null
pack,pæk,n.,包裹,A2,toefl,null
packed,pækt,a.,拥挤的; 压紧的,B2,toefl,null
paddle,'pædl,n.,脚蹼,B1,toefl,null
palate,'pælit,n.,上腭,A2,toefl,null
pale,peil,a.,苍白的; 淡的,B1,toefl,null
pancreas,'pæŋkriəs,n.,胰腺,C2,toefl,"```json
[""Health"", ""Science""]
```"
panel,'pænl,n.,面板，镶板;,B2,toefl,"```json
[""Tech"", ""Science"", ""Health"", ""Politics"", ""Environment"", ""Education"", ""Society"", ""Laws""]
```"
panel,'pænl,vt.,镶嵌,B2,toefl,"```json
[""Tech"", ""Science"", ""Health"", ""Politics"", ""Economy"", ""Media"", ""Education""]
```"
pants,pænts,n.,便裤，短裤,A1,toefl,null
paralyze,'pærəlaiz,vt.,(使)麻痹,B1,toefl,null
paramount,'pærəmaunt,a.,极为重要的,C2,toefl,null
parliament,'pɑ:ləmənt,n.,国会，议会,B2,toefl,"```json
[""Politics"", ""History"", ""Laws""]
```"
participate,pɑ:'tisipeit,v.,(in)参与，参加,B1,toefl,null
particular,pə'tikjulə,a.,特定的; 独特的; 详细的; 挑剔的,B2,toefl,null
passage,'pæsidʒ,n.,文章，一段,A2,toefl,null
passion,'pæʃən,n.,激情，热情,B1,toefl,null
passive,'pæsiv,a.,被动的，消极的,B1,toefl,null
paste,peist,n.,面团，浆糊,A2,toefl,null
pasture,'pɑ:stʃə,n.,牧场，草原,A2,toefl,null
patch,pætʃ,n.,片，块; 斑纹;,B2,toefl,null
patch,pætʃ,v.,弄成碎片,B2,toefl,"```json
[""Tech"", ""Health"", ""Fashion"", ""Environment""]
```"
patent,'peitnt,n.,专利权; a.  专利的;,C1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Laws""]
```"
patent,'peitnt,vt.,申请专利,C1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Laws""]
```"
path,pɑ:θ,n.,道路; 路线,A2,toefl,null
pathology,pə'θɔlədʒi,n.,反常，变态,C1,toefl,"```json
[""Health"", ""Science""]
```"
patriot,'pætriət,n.,爱国者,B2,toefl,null
patron,'peitrən,n.,赞助人; 顾客,B2,toefl,null
patronizing,'pætrənaiziŋ,a.,要人领情的,B2,toefl,null
pattern,'pætn,n.,样式，图案;,B1,toefl,null
pattern,'pætn,v.,仿制,B1,toefl,null
pave,peiv,v.,铺; 密布,B2,toefl,null
pebble,'pebl,n.,小圆石，鹅卵石,B2,toefl,null
peculiar,pi'kju:liə,a.,独特的; 罕见的,B1,toefl,null
pedagogy,'pedəgɔdʒi,n.,教育学，教学法,C2,toefl,"```json
[""Education""]
```"
pendant,'pendənt,n.,垂饰，下垂物,C2,toefl,null
penicillin,`peni'silin,n.,青霉素,B2,toefl,"```json
[""Science"", ""Health""]
```"
perform,pə'fɔ:m,vt.,表演; 执行,A2,toefl,null
perfume,'pə:fju:m,n.,香味; 香料，香水,A2,toefl,"```json
[""Art"", ""Fashion"", ""Health""]
```"
periodic,`piəri'ɔdik,a.,周期的; 定期的,A1,toefl,
peripheral,pə'rifərəl,a.,不重要的; 外围的,C1,toefl,null
perish,'periʃ,v.,灭亡,B1,toefl,null
perishable,'periʃəbl,n.,易腐物品,B1,toefl,"```json
[""Economy"", ""Health"", ""Environment""]
```"
persist,pə'sist,v.,坚持; 持续,B2,toefl,null
personal,'pə:sənl,a.,个人的，私人的; 亲自的,A1,toefl,null
personality,`pə:sə'næləti,n.,个性; 性格,A2,toefl,null
pertain,pə'tein,vi.,(to)依附于或从属于某事物,C2,toefl,null
pervasive,pə'veisiv,a.,普遍深入的,C2,toefl,null
pesticide,'pestisaid,n.,杀虫剂，农药,C1,toefl,"```json
[""Environment"", ""Health"", ""Economy"", ""Science""]
```"
petroleum,pə'trəuliəm,n.,石油,B2,toefl,"```json
[""Economy"", ""Environment"", ""Science"", ""Politics"", ""Health""]
```"
pharmacy,'fɑ:məsi,n.,药店,B1,toefl,"```json
[""Health"", ""Science""]
```"
phenomenon,fə'nɔminən,n.,现象; 特殊的事物,B1,toefl,null
pheromone,'ferəməun,n.,信息素,C2,toefl,"```json
[""Science"", ""Health""]
```"
philosophy,fi'lɔsəfi,n.,哲学，人生观,B1,toefl,null
photodissociation,fəutəudi`səuʃi'eiʃən,n.,光解(作用),C2,toefl,"```json
[""Science"", ""Environment""]
```"
photography,fə'tɔgrəfi,n.,摄影术，摄影,A2,toefl,"[""Art"", ""Media"", ""Fashion""]"
photosynthesis,`fəutəu'sinθəsis,n.,光合作用,C2,toefl,null
physical,'fizikl,n.,体检,A2,toefl,"```json
[""Science"", ""Health"", ""Sports""]
```"
physician,fə'ziʃən,n.,内科医生,B2,toefl,"```json
[""Health""]
```"
physiology,`fizi'ɔlədʒi,n.,生理学,C1,toefl,"```json
[""Science"", ""Health""]
```"
pictorial,pik'tɔ:riəl,a.,图示的; 图片的,C2,toefl,
pigeon,'pidʒin,n.,鸽子,C2,toefl,null
pigment,'pigmənt,n.,颜料; 色素,A1,toefl,"```json
[""Art"", ""Science"", ""Fashion""]
```"
pilot,'pailət,n.,飞行员，领航员; a.  试验性的,A2,toefl,null
pine,pain,n.,松树,B2,toefl,null
pinpoint,'pinpɔint,vt.,精准定位,C2,toefl,null
pioneer,`paiə'niə,n.,开拓者;,B2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society""]
```"
pioneer,`paiə'niə,v.,开拓，开创,B2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws"", ""Travel""]
```"
pipe,paip,n.,管子,B1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Environment"", ""Health"", ""Fashion"", ""Media"", ""Literature"", ""Travel""]
```"
piracy,'paiərəsi,n.,海上抢劫，海盗行为,B2,toefl,"```json
[""Tech"", ""Economy"", ""Laws"", ""Media""]
```"
pitch,pitʃ,n.,高度，音调,B2,toefl,null
plain,plein,n.,平原，草原,B1,toefl,null
plankton,'plæŋktən,n.,浮游生物,C2,toefl,null
plaster,'plɑ:stə,n.,灰浆，石膏;,C1,toefl,"[""Health"", ""Art"", ""Construction""]"
plaster,'plɑ:stə,v.,在…上抹灰泥,C1,toefl,null
plate,pleit,n.,盘子; 版图,A2,toefl,null
platitude,'plætitju:d,n.,陈词滥调,C2,toefl,null
pliable,'plaiəbl,a.,易曲折的，柔韧的,C2,toefl,null
plow,plau,n.,犁;,C2,toefl,null
plow,plau,vt.,耕作,C2,toefl,null
plump,plʌmp,a.,圆胖的,C2,toefl,null
pointed,'pɔintid,a.,尖的; 尖角的,A2,toefl,null
polar,'pəulə,a.,(南、北)极的,C1,toefl,null
pole,pəul,n.,地极; 磁极; 杆,B1,toefl,null
policy,'pɔlisi,n.,政策，方针; 保险单,B1,toefl,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```"
polish,'pɔliʃ,vt.,磨光;,B2,toefl,null
polish,'pɔliʃ,n.,上光剂,B2,toefl,null
politics,'pɔlitiks,n.,政治; 政见,B1,toefl,"```json
[""Politics""]
```"
pollen,'pɔlin,n.,花粉,C2,toefl,null
pollinate,'pɔlineit,v.,给…传授花粉,C2,toefl,null
pollutant,pə'lu:tənt,n.,污染物质,B1,toefl,"```json
[""Environment"", ""Health""]
```"
polygon,'pɔligən,n.,多角形，多边形,C2,toefl,"```json
[""Tech"", ""Science"", ""Art"", ""Mathematics"", ""Geometry""]
```  

(Note: Although ""Mathematics"" and ""Geometry"" were not in the original list, they are relevant domains for ""polygon."" From the provided list, the closest matches are ""Tech,"" ""Science,"" and ""Art."")  

If strictly limited to the given choices:  
```json
[""Tech"", ""Science"", ""Art""]
```"
popular,'pɔpjulə,a.,通俗的; 受欢迎的，流行的,A2,toefl,null
populate,'pɔpjuleit,v.,居住于; 移民,A2,toefl,null
pore,pɔ:,n.,气孔，小孔,C2,toefl,null
porous,'pɔ:rəs,a.,能渗透的; 多孔的,C2,toefl,"```json
[""Tech"", ""Science"", ""Environment"", ""Health""]
```"
posit,'pɔzit,v.,安排; 假定,C2,toefl,null
position,pə'ziʃən,n.,位置; 职位; 立场;,A2,toefl,null
position,pə'ziʃən,v.,安置,A2,toefl,null
possess,pə'zes,vt.,具有，拥有,B1,toefl,null
poster,'pəustə,n.,招贴，海报,A1,toefl,null
potassium,pə'tæsiəm,n.,钾,C1,toefl,
potter,'pɔtə,n.,陶工，制陶工人,B1,toefl,"```json
[""Art"", ""Literature""]
```"
pound,paund,vt.,猛击; 捣碎;,B2,toefl,null
pound,paund,n.,磅; 英镑,B2,toefl,"```json
[""Economy"", ""Health"", ""Sports"", ""Travel""]
```"
poverty,'pɔvəti,n.,贫困,B1,toefl,"```json
[""Economy"", ""Society"", ""Politics"", ""Health"", ""Environment""]
```"
powder,'paudə,n.,粉末,B2,toefl,null
practically,'præktikli,adv.,几乎; 实际上,B2,toefl,"```json
[""Tech"", ""Science"", ""Education"", ""Laws""]
```"
prairie,'preəri,n.,大草原,B2,toefl,null
predator,'predətə,n.,食肉动物,C2,toefl,null
predecessor,'pri:disesə,n.,前辈; 前任，(被取代的)原有事物,C1,toefl,null
predict,pri'dikt,v.,预言，预测,A2,toefl,null
predominantly,pri'dɔminəntli,adv.,主要地,C1,toefl,null
prehistoric,`pri:hi'stɔrik,a.,史前的; 陈旧的,B2,toefl,null
preliminary,pri'liminəri,a.,预备的，初步的,B2,toefl,null
preponderance,pri'pɔndərəns,n.,优势,B1,toefl,null
prerequisite,`pri:'rekwizit,n.,先决条件，前提,C2,toefl,null
prescribe,pri'skraib,vt.,开处方; 规定; 指示,B2,toefl,null
prescription,pri'skripʃən,n.,处方，药方,B1,toefl,"```json
[""Health"", ""Laws""]
```"
presidency,'prezidənsi,n.,职位; 任期,B2,toefl,"```json
[""Politics"", ""History"", ""Laws""]
```"
president,'prezidənt,n.,总统，(大学)校长，总经理,B1,toefl,"```json
[""Politics"", ""History"", ""Economy"", ""Society"", ""Laws""]
```"
press,pres,n.,报刊，新闻界，通讯社; 挤压;,B1,toefl,"```json
[""Media"", ""Politics"", ""Literature""]
```"
press,pres,v.,挤压; 催促,B1,toefl,"```json
[""Media"", ""Politics"", ""Society"", ""Laws""]
```"
prestigious,pre'stidʒəs,a.,有威望的，有声望的,B2,toefl,null
pretension,pri'tenʃn,n.,要求，主张,B1,toefl,null
prevailing,pri'veiliŋ,a.,普遍的; 流行的,B2,toefl,null
prey,prei,n.,战利品;,C1,toefl,null
prey,prei,vi.,(on)捕食，掠夺,C1,toefl,null
primal,'praiml,a.,最初的; 主要的,C2,toefl,null
primate,'praimeit,n.,灵长类动物,C2,toefl,null
prime,praim,a.,主要的; 最初的; 最好的,B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Politics"", ""Health"", ""Education""]
```"
principle,'prinsəpl,n.,原则; 原理,B1,toefl,null
prior,'praiə,ad. a.,(to)在…之前; 优先(的),B2,toefl,"```json
[""Economy"", ""Science"", ""Health"", ""Education"", ""Laws""]
```"
priority,prai'ɔrəti,n.,在先; 优先权,B2,toefl,null
prize,praiz,v.,珍视; 估价;,B1,toefl,null
prize,praiz,n.,奖品; 奖金,B1,toefl,"```json
[""Economy"", ""Science"", ""Art"", ""Literature"", ""Education"", ""Sports""]
```"
procedure,prə'si:dʒə,n.,程序，手续，步骤,B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Laws""]
```"
productivity,`prɔdʌk'tivəti,n.,生产力,A2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Education"", ""Society""]
```"
profession,prə'feʃn,n.,职业; 同行; 专业,B1,toefl,null
professional,prə'feʃənl,n.,专业人员,B1,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws""]
```"
proficient,prə'fiʃənt,a.,熟练的，精通的,C2,toefl,null
profound,prə'faund,a.,深远的; 知识渊博的; 深奥的,B2,toefl,null
progressive,prə'gresiv,a.,进步的; 渐进的,A2,toefl,null
prohibitively,prə'hibətivli,ad.,(价格)极高地,B2,toefl,null
project,"'prɔdʒekt,prə'dʒekt",n.,方案，项目;,B2,toefl,null
project,"'prɔdʒekt,prə'dʒekt",v.,放映，规划,B2,toefl,null
prolonged,prə'lɔŋd,a.,延长的,A2,toefl,null
promote,prə'məut,vt.,促进，提升，宣传,B1,toefl,null
proof,pru:f,n.,证据; 试验,B1,toefl,null
proofread,'pru:fri:d,vt.,校对，校正,C2,toefl,null
proper,'prɔpə,a.,正确的; 适当的; 特有的,A2,toefl,null
property,'prɔpəti,n.,财产; 特性; 所有权; 房地产,B1,toefl,null
proponent,prə'pəunənt,n.,支持者; 倡导者,B2,toefl,null
prose,prəuz,n.,散文,B2,toefl,null
prosper,'prɔspə,vi.,繁荣; 成功,B2,toefl,null
protest,'prəutest,n.,抗议，反对;,B2,toefl,"```json
[""Politics"", ""Society"", ""Laws"", ""History"", ""Environment""]
```"
protest,'prəutest,v.,抗议，反对,B2,toefl,"```json
[""Politics"", ""Society"", ""Laws"", ""History""]
```"
prototype,'prəutətaip,n.,原型,C1,toefl,"```json
[""Tech"", ""Science"", ""Art""]
```"
psychoanalysis,`saikəuə'næləsis,n.,(心理、精神)分析,C2,toefl,null
psychology,sai'kɔlədʒi,n.,心理学; 心理,B2,toefl,"```json
[""Science"", ""Health"", ""Education"", ""Society""]
```"
publication,`pʌbli'keiʃn,n.,出版，发行; 出版物,B2,toefl,null
publicize,'pʌblisaiz,vt.,宣传; 宣扬,B2,toefl,null
pueblo,'pwebləu,n.,印第安人村庄,C2,toefl,null
pulp,pʌlp,n.,纸浆,B2,toefl,null
pulse,pʌls,n.,脉搏; 脉冲,B2,toefl,"```json
[""Health"", ""Science"", ""Media""]
```"
pump,pʌmp,n.,泵;,B1,toefl,"```json
[""Tech"", ""Economy"", ""Health"", ""Sports"", ""Fashion"", ""Environment""]
```"
pump,pʌmp,vt.,(用泵)抽,B1,toefl,"```json
[""Tech"", ""Economy"", ""Health"", ""Sports"", ""Fashion"", ""Environment""]
```"
puncture,'pʌŋktʃəl,v.,刺穿,C2,toefl,null
pupil,'pju:pl,n.,瞳孔; 小学生,B1,toefl,null
puppet,'pʌpit,n.,木偶,C2,toefl,"```json
[""Art"", ""Literature"", ""Media"", ""Politics""]
```"
pure,pjuə,a.,纯洁的; 纯净的; 完全的,B1,toefl,null
purity,'pjuərəti,n.,纯度; 纯净,B2,toefl,null
purple,'pə:pl,n.,a. 紫色(的),A2,toefl,null
pursue,pə'sju:,v.,继续; 从事; 追击; 追踪,A2,toefl,null
pursuit,pə'sju:t,n.,追求，常,B2,toefl,null
pursuit,pə'sju:t,pl.,花时间和精力等做的事、职业,B2,toefl,null
pyramid,'pirəmid,n.,金字塔,C2,toefl,"```json
[""History"", ""Art"", ""Science"", ""Travel""]
```"
qualify,'kwɔlifai,v.,(使)具有资格，(使)合格,B1,toefl,null
quantify,'kwɔntifai,v.,量化,B2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Education""]
```"
quarry,'kwɔri,n.,石矿; 被追求人或事物,C1,toefl,null
quasar,'kweizɑ:,n.,类星体,C2,toefl,"```json
[""Science""]
```"
questionnaire,`kwestʃə'neə,n.,问卷，调查表,B1,toefl,null
quilt,kwilt,n.,棉被;,C2,toefl,null
quilt,kwilt,vt.,制成棉被,C2,toefl,null
quit,kwit,v.,停止; 放弃; 离开; 辞(职),B1,toefl,null
quiz,kwiz,n.,小测验,A2,toefl,null
quote,kwəut,n.,引文;,B2,toefl,null
quote,kwəut,v.,引用,B2,toefl,null
racing,'reisiŋ,n.,比赛，竞赛; a.  比赛的,B1,toefl,"```json
[""Sports"", ""Travel""]
```"
racket,'rækit,n.,(网球等的)球拍,A2,toefl,"```json
[""Sports"", ""Economy"", ""Laws""]
```"
radar,'reidɑ:,n.,雷达,B2,toefl,"```json
[""Tech"", ""Science"", ""Environment"", ""Health"", ""Sports""]
```"
radioactive,`reidiəu'æktiv,a.,放射性的,C1,toefl,"```json
[""Science"", ""Health"", ""Environment""]
```"
raft,rɑ:ft,n.,木筏,C2,toefl,null
rainbow,'reinbəu,n.,虹,B2,toefl,null
rainfall,'reinfɔ:l,n.,降雨; 降雨量,B1,toefl,"```json
[""Environment"", ""Science""]
```"
ranch,rɑ:ntʃ,n.,大牧场,B2,toefl,null
random,'rændəm,a.,随机的，任意的,B2,toefl,null
range,reindʒ,n.,范围; 山脉;,B1,toefl,null
range,reindʒ,v.,(在某范围内)变动,B1,toefl,null
rare,reə,a.,稀有的，罕见的; (肉类)半熟的,B1,toefl,null
rash,ræʃ,n.,疹，皮疹,B2,toefl,null
rattle,'rætl,n.,产生连续声音的器具，拨浪鼓,B2,toefl,null
raw,rɔ:,a.,未加工过的,A2,toefl,null
rayon,'reiɔn,n.,人造丝，人造纤维,C2,toefl,null
rear,riə,n.,后部; 臀部;,B2,toefl,null
rear,riə,v.,养育; 饲养,B2,toefl,null
receiver,ri'si:və,n.,接收器,B1,toefl,null
receptacle,ri'septəkl,n.,容器,C2,toefl,null
receptor,ri'septə,n.,感受器,B2,toefl,"```json
[""Science"", ""Health""]
```"
recession,ri'seʃn,n.,萧条时期,B2,toefl,"```json
[""Economy"", ""Politics"", ""Society""]
```"
recipe,'resipi,n.,食谱; 方法,B2,toefl,null
recycle,`ri:'saikl,vt.,回收利用,A2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Environment"", ""Health"", ""Society""]
```"
reddish,'rediʃ,a.,微红的,A2,toefl,null
reef,ri:f,n.,礁，暗礁,B1,toefl,null
reference,'refərəns,n.,提到; 参考; 介绍信,B2,toefl,null
refine,ri'fain,vt.,精炼，精制; 使完善,C1,toefl,null
reflect,ri'flekt,v.,反射; 反映,A2,toefl,null
refreshing,ri'freʃiŋ,a.,使人耳目一新的; 提神的,B1,toefl,null
refrigerate,ri'fridʒəreit,vt.,冷藏; 使变冷,C2,toefl,null
refurbish,`ri:'fə:biʃ,vt.,重新装饰,C2,toefl,"```json
[""Tech"", ""Economy"", ""Environment""]
```"
regardless,ri'gɑ:dlis,ad.,(of)不顾，不管,B2,toefl,null
regenerate,ri'dʒenəreit,vt.,使恢复,B2,toefl,"```json
[""Tech"", ""Science"", ""Environment"", ""Health"", ""Society""]
```"
region,'ri:dʒən,n.,地区，区域; (大气等的)层,B1,toefl,null
regular,'regjulə,a.,有规律的; 正常的; 经常的,A2,toefl,null
regulate,'regjuleit,vt.,管理，控制; 调节,B2,toefl,null
rehabilitate,`ri:ə'biliteit,v.,使恢复原状，修复,C2,toefl,"```json
[""Health"", ""Environment"", ""Society""]
```"
rejuvenate,ri'dʒu:vəneit,vt.,使恢复活力,C2,toefl,null
relative,'relətiv,n.,亲属,B1,toefl,null
relatively,'relətivli,ad.,相对地; 相当地,B1,toefl,null
relay,'ri:lei,n.,补充物资;,B2,toefl,"```json
[""Tech"", ""Sports"", ""Media""]
```"
relay,'ri:lei,vt.,传达，转播,B2,toefl,"```json
[""Tech"", ""Sports"", ""Media"", ""Society""]
```"
release,ri'li:s,v.,,A2,toefl,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws""]
```"
release,ri'li:s,n.,释放，解放; 发布,A2,toefl,"```json
[""Tech"", ""Media"", ""Literature"", ""Art"", ""Health"", ""Sports"", ""Fashion""]
```"
relic,'relik,n.,遗迹,B2,toefl,"```json
[""History"", ""Art"", ""Religion""]
```"
relief,ri'li:f,n.,浮雕; 缓解,B2,toefl,null
relieve,ri'li:v,vi.,缓解，减轻,B2,toefl,null
remainder,ri'meində,n.,剩余物，残余,B1,toefl,null
remains,ri'meinz,n.,剩余，残余; 遗骸,B2,toefl,null
remark,ri'mɑ:k,v.,评论; 谈论;,B2,toefl,null
remark,ri'mɑ:k,n.,评论,B2,toefl,null
remodel,ri:'mɔdl,v.,重新塑造，改造,B1,toefl,null
removal,ri'mu:vəl,n.,除去; 移动,A2,toefl,null
renew,ri'nju:,vt.,使续期; 重建,B1,toefl,null
repertoire,'repətwɑ:,n.,(剧团等)常备剧目，保留剧目,B2,toefl,null
repertory,'repətri,n.,保留剧目,C2,toefl,null
repetition,`repi'tiʃn,n.,重复,B2,toefl,null
replicate,'replikeit,v.,复制,A2,toefl,"```json
[""Tech"", ""Science"", ""Health"", ""Literature""]
```"
represent,`repri'zent,vt.,代表; 表现; 描绘,A2,toefl,null
reproduce,`ri:prə'dju:s,v.,繁殖; 复制,B1,toefl,null
reptile,'reptail,n.,爬行动物,C2,toefl,null
republic,ri'pʌblik,n.,共和国，共和政体,B1,toefl,"```json
[""Politics"", ""History"", ""Laws""]
```"
repute,ri'pju:t,v.,(被)称为，认为,A1,toefl,null
request,ri'kwest,n.,,A2,toefl,null
request,ri'kwest,v.,要求，请求,A2,toefl,null
require,ri'kwaiə,v.,需要; 要求; 规定,B1,toefl,null
reserve,ri'zə:v,n.,储备(物); 自然保护区;,B1,toefl,null
reserve,ri'zə:v,v.,保留; 预订,B1,toefl,null
reservoir,'rezəvwɑ:,n.,水库，蓄水池,C1,toefl,"```json
[""Tech"", ""Environment"", ""Health""]
```"
resin,'rezin,n.,树脂,B1,toefl,"```json
[""Tech"", ""Art"", ""Science"", ""Environment""]
```"
resort,ri'zɔ:t,n.,度假胜地; (to)求助,B1,toefl,null
resource,ri'sɔ:s,n.,常,B1,toefl,null
resource,ri'sɔ:s,pl.,资源，财力,B1,toefl,null
respect,ri'spekt,v.,尊重;,B1,toefl,null
respect,ri'spekt,n.,尊重; 方面,B1,toefl,null
respond,ri'spɔnd,vi.,(to)回答; 做出反应,B1,toefl,null
response,ri'spɔns,n.,回答; 反应，响应,A2,toefl,null
restore,ri'stɔ:,vt.,恢复，修复,B1,toefl,null
